,date,country,local,industry_sector,accident_level,potential_accident_level,gender,employee_type,critical_risk,description,year,month,day,weekday,week_of_year,quarter,description_processed
57,2016-03-16,Country_01,4,Mining,1,II,Male,Third Party,Others,"When installing the ripper pin of the tractor D6T-N1, the ripper support arm slides by pressing the second and third fingers of the right hand against the base of the ripper causing the injury described.",2016,3,16,Wednesday,11,1,installing ripper pin tractor dtn ripper arm slide pressing second third finger right hand base ripper injury
58,2016-03-10,Country_02,5,Metals,1,II,Male,Employee,Pressed,"The employee reports that when he lowered the cloths in the purification, he arranged the cart so that it would not grab the pipe, pressing his left hand between the cloths and the cart.",2016,3,10,Thursday,10,1,report lowered cloth purification arranged cart would grab pipe pressing left hand cloth cart
59,2016-03-17,Country_01,1,Mining,1,II,Male,Third Party,Others,"At the end of the loading of explosives on the work front, the master loader enters to verify the mooring of the blasting accessories, when retiring from the top (1.5 m), he hears the sound of fragments of rock rolling through the support mesh, directs its gaze towards the crown in a vertical form, at which point a small fragment of rock (2x3x2cm; 36gr) passes through the openings of the mesh. sustaining impact on the forehead. At the time of the event the collaborator used his helmet and safety lens and the front was with support to the top and sacrifice mesh. The opening of the support mesh is 3 ""x 3"".",2016,3,17,Thursday,11,1,end loading explosive front master loader enters verify mooring blasting accessory retiring top hears sound fragment rock rolling mesh directs gaze towards crown vertical form point small fragment rock xxcm gr pass opening mesh sustaining impact forehead collaborator used helmet safety lens front top sacrifice mesh opening mesh
60,2016-03-16,Country_02,8,Metals,2,II,Male,Employee,Manual Tools,"The employee, when performing the adjustment / tightening operation of the cutter blade with which he worked, was neglected, the key to slip, causing the blade of the equipment to hit him, causing a blunt cut on his right forearm.",2016,3,16,Wednesday,11,1,adjustment tightening operation cutter blade worked neglected key slip blade equipment hit blunt cut right forearm
61,2016-03-18,Country_01,4,Mining,4,IV,Male,Third Party,Others,"Approximately at 11:50 a.m. in circumstances that the Messrs. of the truck crane) and William de la Cruz culminated the shipment of 03 blocks of metal plates with an approximate weight of 1800 Kg. Mr. William de the Cross (rigger) climbs onto the truck to remove the sling, places both feet under the stretcher that supported the metal plates. At that moment the central part of the stretcher is broken, as a result of which the two feet are imprisoned producing the injury.",2016,3,18,Friday,11,1,messrs truck crane william de la cruz culminated shipment block metal plate approximate weight william de cross rigger climb onto truck remove sling place foot stretcher supported metal plate central part stretcher broken result foot imprisoned producing injury
62,2016-03-19,Country_01,1,Mining,1,III,Male,Employee,Others,"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",2016,3,19,Saturday,11,1,placement last mesh cloth ground injured collaborator reached electrowelded mesh operator scissor bolter positioned basket pressing mesh protruding end mesh cross leather glove injury right hand
63,2016-03-14,Country_02,5,Metals,1,IV,Male,Employee,Chemical substances,The employee checked for acid leakage in the shipping area when he was hit by splashes of solution in his right hemiface.,2016,3,14,Monday,11,1,checked acid leakage shipping hit splash solution right hemiface
64,2016-03-18,Country_02,5,Metals,1,IV,Male,Employee,Fall prevention (same level),"The employee was clearing the liquid zinc pump from oven 04, when he stepped on the platform and became unbalanced with a twist in his left foot.",2016,3,18,Friday,11,1,clearing liquid zinc pump oven stepped platform became unbalanced twist left foot
65,2016-03-18,Country_02,5,Metals,1,IV,Male,Employee,Chemical substances,"The employee was transiting toward the cadmium factory, near tank 1440 on copper sulphate, when acid solution spilled in his direction, reaching his legs causing minor burns.",2016,3,18,Friday,11,1,transiting toward cadmium factory near tank copper sulphate acid solution spilled direction reaching leg minor burn
66,2016-03-22,Country_01,3,Mining,1,II,Male,Employee,Others,"When carrying out the activity of cutting electrowelded mesh on the work front, the assistant positions his feet on one end of the mesh leaving the other end free, at the moment that the assistant bends down to make the cut with the shear, the end free of the mesh returns by inertia hitting the partner above his safety lens.",2016,3,22,Tuesday,12,1,carrying cutting electrowelded mesh front assistant position foot end mesh leaving end free assistant bend make cut shear end free mesh return inertia hitting partner safety lens
67,2016-03-22,Country_01,1,Mining,4,IV,Male,Third Party,Others,"During the refurbishment work of the HDPE pipes (4 ""of diameter) with two workers, when the worker who secured the pipe with a chain, standing on the basket of the ampoloader - raised to a height of 3.0 m from the ground -, the pipe slipped and impacted his arm right, causing an injury to the radius of the right arm.",2016,3,22,Tuesday,12,1,refurbishment hdpe pipe worker worker secured pipe chain standing basket ampoloader raised height ground pipe slipped impacted arm right injury radius right arm
68,2016-03-25,Country_01,1,Mining,1,IV,Male,Third Party,Others,"In circumstances that a dump truck laden with ore entered to unload backwards in a curve in the upper part of via La Laquia, the operator did not notice the unevenness in the road (approximately one meter) approaching the edge and overturning the truck on its right side. The operator traveled alone in the truck and made use of the safety belt, helmet and glasses at the time of the accident. During the unloading process, there were two squares that were 25 m from the accident site. The test of alcohotest to the operator was negative.",2016,3,25,Friday,12,1,dump truck laden ore entered unload backwards curve upper part via la laquia operator notice unevenness road meter approaching edge overturning truck right side operator traveled alone truck safety belt helmet glass accident unloading process square accident site test alcohotest operator negative
69,2016-03-30,Country_01,4,Mining,2,IV,Male,Third Party,Others,"Being approximately 5:45 pm. On the level. 1710 Cx 018 BP 745, in circumstances that the workers of the company Rock performed the anchorage of the central pin for the anchoring of the drilling machine Diamantina XRD -30 (bob Cat) the assistant Cristian (injured) made the adjustment of the nut of the central bolt with the stilson key No. 18 Simultaneously Jose from the control panel made the movement of the rotation unit for the positioning of the clamp pin, at that moment the frame is slid by pressing the thumb of the assistant's left hand against the stilson key, causing the described injury, due to the lack of securing the frame fixing bolts.",2016,3,30,Wednesday,13,1,level bp worker rock anchorage central pin anchoring drilling machine diamantina xrd bob cat assistant cristian injured adjustment nut central bolt stilson key simultaneously jose control panel movement rotation unit positioning clamp pin frame slid pressing thumb assistant left hand stilson key injury lack securing frame fixing bolt
